Education;Income;Recency;Wines;Fruits;Meat;Fish;Sweets;Gold;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Age;Customer_for;Spent;Dependents;Partner;TotalAcceptedCmp;TotalPurchases
Graduate;50616.0;56;128.0;0.0;16.0;0.0;1.0;4.0;2;4;0;4;7;0;0;0;0;0;0;0;46;7;149.0;1;0;0;8
Graduate;62772.0;74;581.0;49.0;157.0;43.0;8.0;108.0;1;5;6;11;2;0;1;0;0;0;0;0;45;18;946.0;1;0;1;22
Graduate;30298.0;48;6.0;3.0;12.0;6.0;1.0;0.0;1;1;1;3;3;0;0;0;0;0;0;0;29;6;28.0;0;0;0;5
Undergraduate;52413.0;67;185.0;8.0;133.0;56.0;56.0;12.0;2;7;1;7;7;0;0;0;0;0;0;0;30;33;450.0;1;0;0;15
Graduate;44155.0;24;22.0;1.0;9.0;0.0;0.0;14.0;1;1;1;2;4;0;0;0;0;0;0;0;57;10;46.0;2;1;0;4
Graduate;86979.0;67;584.0;100.0;835.0;65.0;83.0;35.0;1;5;5;5;2;1;0;0;0;0;0;1;43;17;1702.0;0;0;1;15
Undergraduate;76532.0;38;355.0;30.0;177.0;90.0;138.0;30.0;4;9;5;7;5;0;0;0;0;0;0;0;39;15;820.0;2;1;0;21
Undergraduate;42081.0;86;175.0;10.0;110.0;54.0;6.0;27.0;2;6;3;4;6;1;0;0;0;0;0;0;32;21;382.0;1;1;1;13
Graduate;67546.0;90;864.0;134.0;768.0;150.0;38.0;172.0;1;4;10;5;3;0;0;0;0;0;0;0;26;27;2126.0;0;1;0;19
Graduate;88420.0;87;957.0;153.0;612.0;99.0;95.0;153.0;1;4;7;8;1;1;0;1;1;0;0;0;25;10;2069.0;0;1;3;19
Undergraduate;31158.0;62;25.0;6.0;16.0;20.0;0.0;5.0;2;2;0;3;8;0;0;0;0;0;0;0;29;22;72.0;1;1;0;5
Undergraduate;61671.0;23;641.0;7.0;56.0;0.0;0.0;28.0;8;10;4;6;8;0;1;0;1;0;0;0;46;9;732.0;1;0;2;20
Undergraduate;69719.0;99;273.0;86.0;208.0;177.0;14.0;43.0;1;2;3;5;1;0;0;0;0;0;0;0;40;6;801.0;0;0;0;10
Undergraduate;49160.0;29;122.0;21.0;43.0;25.0;10.0;15.0;2;3;1;6;6;0;0;0;0;0;0;0;65;13;236.0;1;0;0;10
Basic;24882.0;52;1.0;4.0;10.0;29.0;0.0;36.0;1;1;1;2;6;1;0;0;0;0;0;0;36;27;80.0;1;1;1;4
Graduate;90933.0;90;1020.0;31.0;430.0;62.0;63.0;79.0;1;4;6;4;1;0;0;1;0;0;0;0;60;8;1685.0;0;0;1;14
Graduate;113734.0;9;6.0;2.0;3.0;1.0;262.0;3.0;0;27;0;0;1;0;0;0;0;0;0;0;69;6;277.0;0;0;0;27
Graduate;59292.0;71;378.0;14.0;68.0;19.0;14.0;14.0;2;3;5;8;3;0;0;0;0;0;0;0;64;18;507.0;1;1;0;16
Graduate;45759.0;13;42.0;1.0;18.0;3.0;0.0;4.0;2;2;0;3;7;0;0;0;0;0;0;0;50;21;68.0;2;1;0;5
Undergraduate;22148.0;16;15.0;5.0;14.0;0.0;4.0;11.0;1;1;0;3;7;0;0;0;0;0;0;0;31;7;49.0;0;0;0;4
Graduate;73395.0;94;272.0;7.0;80.0;20.0;7.0;11.0;1;4;4;6;2;0;0;0;0;0;0;0;27;8;397.0;0;1;0;14
Undergraduate;29819.0;77;9.0;1.0;24.0;2.0;1.0;2.0;3;3;0;3;6;0;0;0;0;0;0;0;43;13;39.0;1;0;0;6
Undergraduate;45688.0;20;279.0;0.0;18.0;0.0;0.0;9.0;2;3;1;8;4;0;1;0;0;0;0;0;46;10;306.0;1;1;1;12
Undergraduate;62820.0;51;398.0;61.0;265.0;138.0;61.0;53.0;1;3;4;6;1;0;0;0;0;0;0;0;60;13;976.0;0;1;0;13
Graduate;60491.0;81;637.0;47.0;237.0;12.0;19.0;76.0;4;6;11;7;5;0;0;0;0;0;0;0;43;18;1028.0;1;1;0;24
Undergraduate;33235.0;71;45.0;0.0;16.0;2.0;1.0;6.0;1;3;0;3;7;0;0;0;0;0;0;0;28;7;70.0;1;1;0;6
Undergraduate;35701.0;36;21.0;1.0;9.0;7.0;3.0;5.0;1;1;0;3;6;0;0;0;0;0;0;0;55;20;46.0;0;1;0;4
Graduate;31535.0;95;15.0;4.0;13.0;0.0;0.0;19.0;1;1;1;2;7;1;0;0;0;0;0;0;34;14;51.0;1;1;1;4
Undergraduate;92556.0;32;493.0;183.0;352.0;184.0;23.0;28.0;0;3;5;13;0;0;0;0;0;0;0;0;54;7;1263.0;0;1;0;21
Undergraduate;67384.0;32;957.0;40.0;175.0;158.0;53.0;107.0;2;7;8;5;5;0;1;0;0;0;0;0;44;26;1490.0;1;0;1;20
Graduate;80573.0;85;829.0;138.0;430.0;60.0;92.0;15.0;1;4;6;13;2;0;0;0;0;0;0;0;43;26;1564.0;0;1;0;23
Undergraduate;77870.0;93;1017.0;50.0;500.0;65.0;50.0;133.0;3;5;5;5;8;0;1;0;1;0;0;1;47;27;1815.0;1;1;2;15
Graduate;52278.0;24;953.0;0.0;71.0;0.0;0.0;174.0;6;10;5;10;8;0;0;0;0;0;0;0;51;22;1198.0;1;0;0;25
Undergraduate;57107.0;44;159.0;0.0;120.0;0.0;0.0;137.0;7;4;4;8;8;0;1;0;0;1;0;1;46;27;416.0;1;0;2;16
Undergraduate;18929.0;15;32.0;0.0;8.0;23.0;4.0;18.0;1;1;0;4;6;0;0;0;0;0;0;0;24;21;85.0;0;1;0;5
Graduate;36038.0;82;23.0;0.0;15.0;0.0;2.0;7.0;2;3;0;3;6;0;0;0;0;0;0;0;33;18;47.0;1;0;0;6
Undergraduate;20180.0;27;18.0;42.0;24.0;15.0;20.0;18.0;1;2;1;4;7;0;0;0;0;0;0;0;38;21;137.0;0;0;0;7
Graduate;34230.0;72;15.0;0.0;4.0;0.0;0.0;2.0;1;1;0;2;7;0;0;0;0;0;0;0;49;23;21.0;2;1;0;3
Undergraduate;31878.0;7;23.0;4.0;5.0;10.0;5.0;23.0;1;1;0;4;3;0;0;0;0;0;0;0;37;5;70.0;1;0;0;5
Undergraduate;70932.0;57;200.0;193.0;100.0;46.0;185.0;185.0;2;6;2;12;3;0;0;0;0;0;0;0;42;10;909.0;1;1;0;20
Undergraduate;91249.0;84;1324.0;27.0;119.0;71.0;108.0;27.0;0;7;9;6;4;0;1;1;1;1;0;1;58;25;1676.0;0;0;4;22
Graduate;77598.0;53;1193.0;33.0;281.0;129.0;66.0;33.0;1;7;5;13;3;0;0;1;0;0;0;0;71;23;1735.0;0;0;1;25
Undergraduate;80982.0;48;505.0;137.0;401.0;104.0;22.0;22.0;3;11;5;11;5;0;0;0;0;0;1;0;55;16;1191.0;2;0;0;27
Graduate;22701.0;2;2.0;4.0;9.0;0.0;4.0;5.0;1;1;0;3;5;0;0;0;0;0;0;0;37;19;24.0;1;1;0;4
Graduate;55212.0;65;1103.0;0.0;45.0;0.0;0.0;34.0;3;4;2;11;8;0;1;0;0;1;0;0;45;24;1182.0;1;1;2;17
Undergraduate;70617.0;45;353.0;61.0;753.0;40.0;46.0;27.0;1;3;3;7;2;0;0;0;0;0;0;0;44;17;1280.0;0;1;0;13
Undergraduate;64849.0;42;652.0;48.0;350.0;94.0;84.0;108.0;1;9;3;6;5;0;0;0;0;0;0;1;57;25;1336.0;0;0;0;18
Graduate;62694.0;29;379.0;6.0;157.0;25.0;91.0;91.0;5;9;3;7;7;0;0;0;0;0;0;0;49;17;749.0;2;1;0;19
Graduate;61917.0;83;46.0;4.0;36.0;2.0;2.0;1.0;1;2;0;4;5;0;0;0;0;0;0;0;40;12;91.0;2;1;0;6
Graduate;67472.0;93;162.0;31.0;127.0;8.0;17.0;69.0;2;4;2;7;3;0;0;0;0;0;0;0;67;14;414.0;1;1;0;13
Graduate;21059.0;40;8.0;3.0;19.0;3.0;3.0;8.0;3;3;0;3;6;0;0;0;0;0;0;0;32;5;44.0;1;1;0;6
Graduate;29543.0;47;17.0;3.0;18.0;3.0;4.0;18.0;2;3;1;2;7;0;0;0;0;0;0;0;46;11;63.0;2;1;0;6
Undergraduate;75903.0;50;340.0;108.0;185.0;130.0;38.0;100.0;2;6;6;9;3;0;0;0;0;0;0;0;63;16;901.0;1;1;0;21
Undergraduate;34984.0;40;8.0;4.0;15.0;3.0;5.0;3.0;2;1;0;3;7;0;0;0;0;0;0;0;39;30;38.0;2;1;0;4
Graduate;54998.0;3;154.0;22.0;202.0;39.0;30.0;8.0;5;4;2;9;4;0;0;0;0;0;0;1;58;14;455.0;1;0;0;15
Graduate;54356.0;62;710.0;15.0;30.0;20.0;0.0;0.0;3;11;2;8;8;0;0;0;0;0;0;1;65;24;775.0;1;0;0;21
Graduate;34242.0;25;8.0;2.0;4.0;0.0;0.0;1.0;1;0;0;3;5;0;0;0;0;0;0;0;55;8;15.0;1;1;0;3
Undergraduate;25410.0;48;2.0;2.0;4.0;13.0;13.0;4.0;1;1;0;4;4;0;0;0;0;0;0;0;41;15;38.0;1;1;0;5
Graduate;73356.0;56;1050.0;14.0;322.0;0.0;14.0;112.0;1;5;11;5;2;1;0;1;1;0;0;1;30;6;1512.0;0;1;3;21
Undergraduate;28320.0;68;19.0;1.0;14.0;3.0;2.0;4.0;1;1;0;3;8;0;0;0;0;0;0;0;64;23;43.0;1;1;0;4
Undergraduate;23763.0;64;22.0;0.0;6.0;6.0;2.0;6.0;1;1;0;3;7;0;0;0;0;0;0;0;37;29;42.0;1;0;0;4
Undergraduate;72570.0;67;274.0;83.0;216.0;151.0;141.0;224.0;1;4;6;12;1;0;0;0;0;0;0;0;30;7;1089.0;0;1;0;22
Graduate;34529.0;94;68.0;6.0;38.0;3.0;6.0;41.0;2;2;2;3;7;0;0;0;0;0;0;0;38;27;162.0;1;1;0;7
Undergraduate;70792.0;82;344.0;45.0;654.0;104.0;11.0;114.0;2;3;4;10;3;0;0;0;0;0;0;0;63;18;1272.0;0;0;0;17
Undergraduate;63211.0;3;145.0;193.0;459.0;205.0;26.0;145.0;2;3;8;7;2;0;0;0;0;0;0;1;32;34;1173.0;0;1;0;18
Graduate;83891.0;24;217.0;38.0;350.0;111.0;85.0;15.0;1;4;7;10;1;0;0;0;0;0;0;0;40;5;816.0;1;1;0;21
Undergraduate;36065.0;54;18.0;7.0;34.0;10.0;2.0;3.0;3;3;0;3;8;0;0;0;0;0;0;0;46;20;74.0;2;0;0;6
Undergraduate;39898.0;20;69.0;8.0;26.0;12.0;7.0;12.0;2;3;0;4;7;0;0;0;0;0;0;0;60;12;134.0;1;1;0;7
Graduate;51141.0;96;144.0;0.0;7.0;0.0;0.0;6.0;1;3;1;4;5;0;0;0;0;0;0;0;74;16;157.0;0;0;0;8
Undergraduate;56939.0;19;256.0;34.0;103.0;90.0;29.0;49.0;2;3;3;10;3;0;0;0;0;0;0;0;38;14;561.0;1;1;0;16
Undergraduate;80872.0;60;483.0;72.0;567.0;94.0;12.0;108.0;1;4;4;10;1;0;0;0;0;0;0;0;63;0;1336.0;0;0;0;18
Graduate;72335.0;2;1285.0;105.0;653.0;28.0;21.0;0.0;1;10;4;8;8;0;0;0;0;0;0;1;38;28;2092.0;0;1;0;22
Graduate;61798.0;13;338.0;4.0;89.0;11.0;8.0;13.0;1;4;2;9;4;0;0;0;0;0;0;0;50;12;463.0;0;0;0;15
Graduate;76842.0;37;605.0;10.0;345.0;84.0;54.0;32.0;1;1;8;7;0;0;0;0;0;0;0;0;64;9;1130.0;0;0;0;16
Undergraduate;29478.0;59;8.0;0.0;7.0;3.0;1.0;1.0;1;1;0;3;6;0;0;0;0;0;0;0;38;10;20.0;1;1;0;4
Undergraduate;46998.0;55;172.0;41.0;86.0;45.0;6.0;27.0;5;5;3;5;7;1;0;0;0;0;0;0;58;25;377.0;1;0;1;13
Undergraduate;96843.0;60;448.0;71.0;951.0;40.0;17.0;17.0;1;6;11;10;2;0;0;1;0;0;0;1;24;19;1544.0;0;0;1;27
Graduate;56551.0;48;67.0;4.0;32.0;17.0;2.0;16.0;3;2;1;4;4;0;0;0;0;0;0;0;64;5;138.0;2;0;0;7
Graduate;70053.0;38;512.0;53.0;98.0;81.0;179.0;89.0;3;8;5;10;5;0;0;0;0;0;0;0;49;21;1012.0;1;1;0;23
Graduate;71670.0;8;1462.0;16.0;128.0;0.0;0.0;160.0;1;5;3;6;6;0;1;1;0;1;0;1;52;15;1766.0;0;0;3;14
Undergraduate;44359.0;19;20.0;0.0;14.0;7.0;3.0;1.0;3;2;0;4;3;0;0;0;0;0;0;0;36;5;45.0;2;1;0;6
Undergraduate;40887.0;32;50.0;4.0;44.0;10.0;10.0;43.0;3;3;1;3;9;0;0;0;0;0;0;1;62;18;161.0;2;0;0;7
Undergraduate;48877.0;27;102.0;1.0;15.0;2.0;0.0;24.0;1;3;0;4;7;0;0;0;0;0;0;0;48;7;144.0;1;0;0;7
Undergraduate;74485.0;58;499.0;149.0;815.0;173.0;49.0;49.0;1;6;7;12;3;0;0;0;0;0;0;0;67;15;1734.0;0;1;0;25
Undergraduate;64474.0;59;381.0;35.0;172.0;56.0;86.0;93.0;2;8;2;10;5;0;0;0;0;0;0;0;42;13;823.0;1;1;0;20
Undergraduate;77226.0;29;631.0;43.0;239.0;128.0;76.0;21.0;2;6;8;12;3;0;0;0;0;0;0;0;51;9;1138.0;1;1;0;26
Undergraduate;72643.0;60;526.0;80.0;553.0;123.0;94.0;53.0;1;3;10;7;2;0;0;0;1;0;0;1;65;21;1429.0;0;0;1;20
Graduate;85738.0;41;913.0;26.0;376.0;17.0;26.0;13.0;1;3;6;11;1;0;1;1;0;0;0;0;36;10;1371.0;0;1;2;20
Undergraduate;55686.0;27;673.0;0.0;199.0;37.0;47.0;26.0;2;6;3;5;4;1;0;0;0;0;0;0;48;22;982.0;1;0;1;14
Undergraduate;39062.0;28;23.0;0.0;9.0;0.0;0.0;12.0;1;1;0;3;4;1;0;0;0;0;0;0;31;8;44.0;1;0;1;4
Undergraduate;34600.0;8;199.0;33.0;60.0;8.0;3.0;15.0;5;5;2;5;8;0;0;0;0;0;0;1;43;23;318.0;2;1;0;12
Undergraduate;40794.0;18;261.0;23.0;73.0;4.0;23.0;50.0;2;6;3;5;7;0;0;0;0;0;0;0;39;17;434.0;1;1;0;14
Undergraduate;54690.0;76;111.0;16.0;37.0;7.0;9.0;18.0;3;3;1;5;3;0;0;0;0;0;0;0;43;17;198.0;2;1;0;9
Undergraduate;4428.0;0;16.0;4.0;12.0;2.0;4.0;321.0;0;25;0;0;1;0;0;0;0;0;0;0;45;19;359.0;1;1;0;25
Undergraduate;32632.0;32;63.0;151.0;137.0;153.0;19.0;53.0;2;4;4;8;5;0;0;0;0;0;0;0;51;34;576.0;0;1;0;16
Graduate;38236.0;2;58.0;0.0;18.0;2.0;0.0;10.0;4;3;0;4;7;0;0;0;0;0;0;0;46;14;88.0;2;0;0;7
Undergraduate;36781.0;16;29.0;1.0;17.0;0.0;3.0;13.0;1;2;1;2;8;0;0;0;0;0;0;1;35;2;63.0;1;1;0;5
Graduate;31385.0;56;3.0;2.0;12.0;0.0;1.0;9.0;1;1;0;2;8;1;0;0;0;0;0;1;30;31;27.0;1;0;1;3
Undergraduate;24570.0;97;28.0;34.0;62.0;11.0;14.0;44.0;3;4;0;4;9;0;0;0;0;0;0;0;30;21;193.0;1;1;0;8
Graduate;25509.0;15;40.0;3.0;30.0;10.0;7.0;11.0;3;3;0;3;9;0;0;0;0;0;0;1;40;26;101.0;1;0;0;6
Undergraduate;94642.0;35;879.0;143.0;797.0;106.0;143.0;143.0;0;5;7;9;1;0;0;1;1;0;0;0;63;0;2211.0;0;1;2;21
Graduate;58646.0;3;62.0;1.0;44.0;6.0;5.0;22.0;1;2;1;4;4;0;0;0;0;0;0;0;52;14;140.0;1;1;0;7
Undergraduate;53201.0;49;280.0;7.0;81.0;20.0;0.0;27.0;8;6;3;5;7;0;0;0;0;0;0;0;39;12;415.0;2;0;0;14
Undergraduate;21994.0;4;9.0;0.0;6.0;3.0;1.0;3.0;1;0;0;3;5;0;0;0;0;0;0;0;57;23;22.0;1;1;0;3
Undergraduate;57113.0;45;182.0;4.0;33.0;0.0;2.0;42.0;6;4;1;5;7;0;0;0;0;0;0;0;36;18;263.0;2;1;0;10
Undergraduate;51373.0;37;83.0;2.0;101.0;64.0;26.0;117.0;1;3;5;3;4;0;0;0;0;0;0;0;23;17;393.0;0;1;0;11
Undergraduate;23477.0;39;38.0;15.0;54.0;3.0;8.0;29.0;3;3;0;4;8;0;0;0;0;0;0;0;28;13;147.0;1;1;0;7
Undergraduate;58116.0;38;228.0;19.0;130.0;4.0;11.0;51.0;2;3;3;8;2;0;0;0;0;0;0;0;58;7;443.0;1;1;0;14
Graduate;72968.0;8;1092.0;37.0;592.0;145.0;37.0;55.0;1;5;5;8;3;0;0;0;1;0;0;1;51;11;1958.0;0;0;1;18
Graduate;39791.0;89;85.0;15.0;27.0;13.0;13.0;21.0;2;3;1;4;7;0;0;0;0;0;0;0;43;20;174.0;1;1;0;8
Graduate;91712.0;47;1276.0;24.0;746.0;94.0;29.0;48.0;0;9;7;11;3;0;0;1;0;0;0;1;67;13;2217.0;0;0;1;27
Undergraduate;94472.0;75;1017.0;33.0;417.0;108.0;100.0;16.0;1;5;5;5;5;0;1;1;0;0;0;0;56;9;1691.0;1;0;2;15
Undergraduate;13672.0;86;6.0;2.0;9.0;2.0;1.0;5.0;2;1;0;3;8;0;0;0;0;0;0;0;54;19;25.0;2;1;0;4
Undergraduate;96547.0;4;448.0;21.0;125.0;52.0;101.0;62.0;0;7;6;8;2;1;0;1;1;0;0;1;34;6;809.0;0;1;3;21
Undergraduate;79205.0;73;504.0;23.0;117.0;179.0;28.0;44.0;1;6;5;4;4;0;0;0;1;0;0;1;39;27;895.0;0;1;1;15
Graduate;56559.0;46;226.0;22.0;133.0;41.0;31.0;31.0;3;4;3;8;4;0;0;0;0;0;0;0;39;23;484.0;1;1;0;15
Graduate;32644.0;38;239.0;3.0;141.0;0.0;7.0;23.0;4;7;1;6;8;1;0;0;0;0;0;0;41;22;413.0;1;1;1;14
Undergraduate;67506.0;73;90.0;38.0;67.0;33.0;36.0;67.0;1;4;1;6;3;0;0;0;0;0;0;0;34;10;331.0;1;0;0;11
Undergraduate;24206.0;66;7.0;2.0;8.0;3.0;2.0;3.0;1;1;0;3;6;0;0;0;0;0;0;0;44;16;25.0;1;0;0;4
Graduate;28420.0;36;4.0;2.0;5.0;2.0;0.0;0.0;1;1;0;2;6;0;0;0;0;0;0;0;47;11;13.0;1;0;0;3
Undergraduate;22979.0;29;16.0;17.0;19.0;20.0;21.0;22.0;3;3;2;2;8;0;0;0;0;0;0;1;44;30;115.0;1;1;0;7
Undergraduate;33279.0;29;10.0;3.0;3.0;0.0;0.0;0.0;1;0;0;3;3;0;0;0;0;0;0;0;48;0;16.0;0;0;0;3
Graduate;46423.0;6;68.0;0.0;16.0;0.0;0.0;8.0;3;2;0;4;7;0;0;0;0;0;0;0;42;14;92.0;2;0;0;6
Undergraduate;30368.0;97;35.0;0.0;13.0;2.0;0.0;2.0;2;2;0;3;8;0;0;0;0;0;0;0;37;17;52.0;1;1;0;5
Undergraduate;63684.0;61;575.0;80.0;428.0;208.0;93.0;80.0;3;8;4;8;5;0;0;0;0;0;0;0;44;24;1464.0;1;1;0;20
Undergraduate;41638.0;68;315.0;0.0;31.0;4.0;0.0;91.0;4;5;5;3;8;1;0;0;0;0;0;0;50;22;441.0;1;0;1;13
Graduate;68805.0;73;182.0;2.0;49.0;17.0;13.0;20.0;1;3;1;7;2;0;0;0;0;0;0;0;55;14;283.0;1;0;0;11
Graduate;65814.0;90;561.0;14.0;113.0;10.0;14.0;35.0;3;8;2;10;5;0;0;0;0;0;0;0;48;10;747.0;1;1;0;20
Undergraduate;71964.0;81;587.0;51.0;932.0;180.0;34.0;86.0;1;5;6;5;3;0;0;0;0;0;0;0;56;18;1870.0;0;0;0;16
Undergraduate;39146.0;1;94.0;1.0;33.0;13.0;12.0;12.0;3;4;0;4;8;0;0;0;0;0;0;0;28;22;165.0;1;0;0;8
Undergraduate;96876.0;79;908.0;43.0;735.0;40.0;194.0;21.0;1;7;7;9;2;0;1;1;1;0;0;1;37;18;1941.0;0;1;3;23
Basic;34445.0;92;228.0;122.0;122.0;208.0;129.0;30.0;6;11;2;8;9;0;0;0;0;0;0;0;33;22;839.0;0;1;0;21
Undergraduate;68281.0;31;995.0;112.0;417.0;42.0;48.0;41.0;1;2;9;13;5;0;0;0;0;0;0;1;56;29;1655.0;0;0;0;24
Undergraduate;37284.0;46;11.0;1.0;2.0;2.0;1.0;6.0;1;0;0;3;6;0;0;0;0;0;0;0;39;20;23.0;2;1;0;3
Undergraduate;36790.0;14;3.0;3.0;14.0;15.0;21.0;10.0;1;2;1;2;9;0;0;0;0;0;0;1;31;23;66.0;0;1;0;5
Undergraduate;27943.0;89;12.0;1.0;16.0;4.0;1.0;3.0;3;2;0;3;8;0;0;0;0;0;0;0;47;20;37.0;2;1;0;5
Undergraduate;22263.0;31;17.0;0.0;2.0;0.0;0.0;2.0;2;1;0;3;6;0;0;0;0;0;1;0;63;8;21.0;2;0;0;4
Undergraduate;30261.0;75;8.0;0.0;5.0;0.0;3.0;6.0;1;0;0;3;8;0;0;0;0;0;0;0;42;26;22.0;3;1;0;3
Undergraduate;28587.0;42;22.0;4.0;17.0;12.0;10.0;13.0;3;2;0;4;6;0;0;0;0;0;0;0;36;0;78.0;1;1;0;6
Graduate;43815.0;53;14.0;10.0;29.0;4.0;7.0;15.0;1;2;0;3;6;0;0;0;0;0;0;0;32;19;79.0;1;1;0;5
Undergraduate;48195.0;53;106.0;27.0;68.0;52.0;7.0;5.0;6;4;2;5;6;0;0;0;0;0;0;0;58;10;265.0;2;1;0;11
Graduate;77027.0;23;820.0;57.0;242.0;45.0;0.0;11.0;2;8;3;6;4;0;0;0;0;0;0;0;62;7;1175.0;1;1;0;17
Graduate;71322.0;57;753.0;43.0;226.0;69.0;10.0;204.0;2;8;5;13;4;0;0;0;0;0;0;0;49;21;1305.0;1;1;0;26
Graduate;32765.0;49;13.0;3.0;17.0;7.0;3.0;3.0;2;2;0;4;5;0;0;0;0;0;0;0;35;9;46.0;1;1;0;6
Undergraduate;29672.0;6;9.0;1.0;3.0;0.0;4.0;8.0;1;0;0;3;6;0;0;0;0;0;0;0;49;12;25.0;2;1;0;3
Undergraduate;23272.0;29;19.0;3.0;6.0;4.0;2.0;12.0;1;1;0;3;4;0;0;0;0;0;0;0;61;13;46.0;0;0;0;4
Graduate;49912.0;5;520.0;8.0;223.0;32.0;49.0;42.0;4;10;5;7;8;1;0;0;0;0;0;1;65;29;874.0;1;1;1;22
Undergraduate;7500.0;98;5.0;17.0;17.0;13.0;14.0;34.0;4;2;1;3;9;0;0;0;0;0;0;0;29;35;100.0;1;1;0;6
Graduate;68117.0;80;618.0;44.0;215.0;0.0;17.0;36.0;2;11;8;4;6;1;0;0;0;0;0;1;67;14;930.0;1;0;1;23
Undergraduate;67225.0;4;315.0;35.0;322.0;46.0;7.0;143.0;3;7;2;11;5;0;0;0;0;0;0;0;59;12;868.0;1;1;0;20
Undergraduate;17649.0;70;15.0;1.0;23.0;0.0;5.0;1.0;3;3;0;3;8;0;0;0;0;0;0;0;38;12;45.0;1;1;0;6
Undergraduate;55914.0;32;384.0;60.0;364.0;119.0;101.0;232.0;4;11;6;8;7;0;0;0;0;0;0;0;39;19;1260.0;1;1;0;25
Undergraduate;40059.0;82;110.0;29.0;92.0;28.0;10.0;145.0;1;6;2;3;8;1;0;0;0;0;0;0;30;14;414.0;1;1;1;11
Undergraduate;60905.0;27;208.0;17.0;76.0;36.0;17.0;38.0;2;3;3;7;2;0;0;0;0;0;0;0;64;19;392.0;1;1;0;13
Undergraduate;75330.0;94;555.0;82.0;257.0;93.0;61.0;61.0;4;10;3;12;6;0;0;0;0;0;0;0;37;32;1109.0;2;1;0;25
Undergraduate;60689.0;23;240.0;90.0;216.0;63.0;6.0;24.0;4;4;4;10;3;0;0;0;0;0;0;0;63;23;639.0;1;0;0;18
Undergraduate;38680.0;97;11.0;0.0;36.0;15.0;5.0;12.0;1;2;0;3;7;0;0;0;0;0;0;0;30;20;79.0;1;1;0;5
Undergraduate;61416.0;25;848.0;154.0;323.0;201.0;61.0;78.0;1;10;3;10;6;1;0;0;0;0;0;0;32;16;1665.0;0;1;1;23
Undergraduate;49767.0;92;202.0;47.0;197.0;55.0;42.0;149.0;1;5;4;8;4;0;0;0;0;0;0;0;23;22;692.0;0;0;0;17
Undergraduate;83273.0;98;433.0;89.0;650.0;16.0;102.0;102.0;10;4;6;9;7;0;0;0;0;0;0;0;44;26;1392.0;3;0;0;19
Undergraduate;29009.0;19;6.0;6.0;15.0;10.0;5.0;2.0;2;2;0;3;6;0;0;0;0;0;0;0;33;12;44.0;1;1;0;5
Graduate;45057.0;80;37.0;0.0;7.0;3.0;0.0;3.0;1;2;0;3;5;0;0;0;0;0;0;0;35;23;50.0;1;1;0;5
Undergraduate;37150.0;80;167.0;37.0;64.0;49.0;34.0;116.0;8;4;3;6;7;0;0;0;0;0;0;0;43;25;467.0;1;1;0;13
Undergraduate;43020.0;79;45.0;7.0;99.0;4.0;25.0;43.0;3;4;1;4;6;0;0;0;0;0;0;0;44;12;223.0;1;0;0;9
Undergraduate;53154.0;50;129.0;0.0;21.0;0.0;1.0;7.0;1;3;1;4;4;0;0;0;0;0;0;0;55;3;158.0;1;1;0;8
Undergraduate;65308.0;60;713.0;0.0;264.0;120.0;80.0;34.0;1;7;8;12;4;0;0;1;1;0;0;0;41;13;1211.0;0;1;2;27
Undergraduate;76467.0;44;676.0;161.0;426.0;210.0;44.0;58.0;2;2;5;5;6;0;0;0;0;0;0;1;44;28;1575.0;1;0;0;12
Undergraduate;81044.0;0;450.0;26.0;535.0;73.0;98.0;26.0;1;5;6;10;1;0;0;0;0;0;0;0;67;11;1208.0;0;1;0;21
Undergraduate;32871.0;28;22.0;2.0;12.0;0.0;2.0;5.0;1;1;0;3;4;0;0;0;0;0;0;0;63;15;43.0;2;1;0;4
Undergraduate;55801.0;35;367.0;4.0;51.0;6.0;4.0;95.0;6;7;2;6;7;0;0;0;1;0;0;0;39;14;527.0;2;0;1;15
Undergraduate;76320.0;49;526.0;35.0;214.0;69.0;53.0;35.0;2;6;3;4;2;0;0;0;0;0;0;0;55;5;932.0;1;0;0;13
Graduate;36927.0;46;51.0;0.0;16.0;0.0;0.0;4.0;2;3;0;3;8;0;0;0;0;0;0;0;59;10;71.0;2;0;0;6
Undergraduate;48794.0;97;25.0;0.0;11.0;3.0;0.0;15.0;1;1;0;3;4;0;0;0;0;0;0;0;61;5;54.0;2;1;0;4
Undergraduate;23478.0;51;28.0;6.0;27.0;12.0;17.0;39.0;1;3;0;3;8;0;0;0;0;0;0;0;49;20;129.0;0;0;0;6
Undergraduate;71128.0;80;958.0;159.0;447.0;20.0;0.0;31.0;3;2;10;12;7;0;0;0;0;0;0;0;41;30;1615.0;1;0;0;24
Graduate;70179.0;10;532.0;88.0;168.0;69.0;44.0;133.0;3;7;3;13;5;0;0;0;0;0;0;0;38;16;1034.0;1;0;0;23
Undergraduate;59462.0;29;724.0;17.0;143.0;0.0;8.0;196.0;2;9;2;12;7;0;0;0;0;0;0;0;64;19;1088.0;1;1;0;23
